total pixels, size of ascii file (bytes), size of compressed binary file (bytes), size of decompressed ascii file (bytes), size of SVD.txt (bytes), rank, size of compressed binary SVD file (bytes), size of decompressed svd file ascii (bytes) 
202500, 724277, 202505, 724277, 7695000, 99, 356803, 724727
250000, 894157, 250005, 894157, 9500000, 1, 4011, 1000541
250000, 894157, 250005, 894157, 9500000, 2, 8015, 937086
250000, 894157, 250005, 894157, 9500000, 3, 12019, 904728
250000, 894157, 250005, 894157, 9500000, 4, 16023, 909800
250000, 894157, 250005, 894157, 9500000, 5, 20027, 921384
250000, 894157, 250005, 894157, 9500000, 6, 24031, 911187
250000, 894157, 250005, 894157, 9500000, 7, 28035, 897008
250000, 894157, 250005, 894157, 9500000, 8, 32039, 898288
250000, 894157, 250005, 894157, 9500000, 9, 36043, 895631
250000, 894157, 250005, 894157, 9500000, 10, 40047, 901760
250000, 894157, 250005, 894157, 9500000, 11, 44051, 903414
250000, 894157, 250005, 894157, 9500000, 12, 48055, 898706
250000, 894157, 250005, 894157, 9500000, 13, 52059, 895691
250000, 894157, 250005, 894157, 9500000, 14, 56063, 899390
250000, 894157, 250005, 894157, 9500000, 15, 60067, 903812
250000, 894157, 250005, 894157, 9500000, 16, 64071, 904115
250000, 894157, 250005, 894157, 9500000, 17, 68075, 899104
250000, 894157, 250005, 894157, 9500000, 18, 72079, 901579
250000, 894157, 250005, 894157, 9500000, 19, 76083, 901721
250000, 894157, 250005, 894157, 9500000, 20, 80087, 904537
250000, 894157, 250005, 894157, 9500000, 21, 84091, 907890
250000, 894157, 250005, 894157, 9500000, 22, 88095, 904821
250000, 894157, 250005, 894157, 9500000, 23, 92099, 902747
250000, 894157, 250005, 894157, 9500000, 24, 96103, 904082
250000, 894157, 250005, 894157, 9500000, 25, 100107, 905370
250000, 894157, 250005, 894157, 9500000, 26, 104111, 904488
250000, 894157, 250005, 894157, 9500000, 27, 108115, 904231
250000, 894157, 250005, 894157, 9500000, 28, 112119, 904202
250000, 894157, 250005, 894157, 9500000, 29, 116123, 904631
250000, 894157, 250005, 894157, 9500000, 30, 120127, 905384
250000, 894157, 250005, 894157, 9500000, 31, 124131, 906274
250000, 894157, 250005, 894157, 9500000, 32, 128135, 906990
250000, 894157, 250005, 894157, 9500000, 33, 132139, 905036
250000, 894157, 250005, 894157, 9500000, 34, 136143, 903421
250000, 894157, 250005, 894157, 9500000, 35, 140147, 905583
250000, 894157, 250005, 894157, 9500000, 36, 144151, 906736
250000, 894157, 250005, 894157, 9500000, 37, 148155, 906706
250000, 894157, 250005, 894157, 9500000, 38, 152159, 907398
250000, 894157, 250005, 894157, 9500000, 39, 156163, 904561
250000, 894157, 250005, 894157, 9500000, 40, 160167, 902822
250000, 894157, 250005, 894157, 9500000, 41, 164171, 902854
250000, 894157, 250005, 894157, 9500000, 42, 168175, 903242
250000, 894157, 250005, 894157, 9500000, 43, 172179, 901619
250000, 894157, 250005, 894157, 9500000, 44, 176183, 900072
250000, 894157, 250005, 894157, 9500000, 45, 180187, 901019
250000, 894157, 250005, 894157, 9500000, 46, 184191, 901231
250000, 894157, 250005, 894157, 9500000, 47, 188195, 902808
250000, 894157, 250005, 894157, 9500000, 48, 192199, 904328
250000, 894157, 250005, 894157, 9500000, 49, 196203, 904277
250000, 894157, 250005, 894157, 9500000, 50, 200207, 904086
250000, 894157, 250005, 894157, 9500000, 51, 204211, 903960
250000, 894157, 250005, 894157, 9500000, 52, 208215, 903122
250000, 894157, 250005, 894157, 9500000, 53, 212219, 903133
250000, 894157, 250005, 894157, 9500000, 54, 216223, 903026
250000, 894157, 250005, 894157, 9500000, 55, 220227, 902664
250000, 894157, 250005, 894157, 9500000, 56, 224231, 902113
250000, 894157, 250005, 894157, 9500000, 57, 228235, 902357
250000, 894157, 250005, 894157, 9500000, 58, 232239, 902286
250000, 894157, 250005, 894157, 9500000, 59, 236243, 901692
250000, 894157, 250005, 894157, 9500000, 60, 240247, 901054
250000, 894157, 250005, 894157, 9500000, 61, 244251, 901543
250000, 894157, 250005, 894157, 9500000, 62, 248255, 901781
250000, 894157, 250005, 894157, 9500000, 63, 252259, 901963
250000, 894157, 250005, 894157, 9500000, 64, 256263, 902068
250000, 894157, 250005, 894157, 9500000, 65, 260267, 902208
250000, 894157, 250005, 894157, 9500000, 66, 264271, 902118
250000, 894157, 250005, 894157, 9500000, 67, 268275, 902902
250000, 894157, 250005, 894157, 9500000, 68, 272279, 903762
250000, 894157, 250005, 894157, 9500000, 69, 276283, 902894
250000, 894157, 250005, 894157, 9500000, 70, 280287, 902535
250000, 894157, 250005, 894157, 9500000, 71, 284291, 902617
250000, 894157, 250005, 894157, 9500000, 72, 288295, 902598
250000, 894157, 250005, 894157, 9500000, 73, 292299, 902677
250000, 894157, 250005, 894157, 9500000, 74, 296303, 902716
250000, 894157, 250005, 894157, 9500000, 75, 300307, 902143
250000, 894157, 250005, 894157, 9500000, 76, 304311, 901687
250000, 894157, 250005, 894157, 9500000, 77, 308315, 902222
250000, 894157, 250005, 894157, 9500000, 78, 312319, 902540
250000, 894157, 250005, 894157, 9500000, 79, 316323, 902394
250000, 894157, 250005, 894157, 9500000, 80, 320327, 902398
250000, 894157, 250005, 894157, 9500000, 81, 324331, 902517
250000, 894157, 250005, 894157, 9500000, 82, 328335, 902563
250000, 894157, 250005, 894157, 9500000, 83, 332339, 902527
250000, 894157, 250005, 894157, 9500000, 84, 336343, 902190
250000, 894157, 250005, 894157, 9500000, 85, 340347, 901819
250000, 894157, 250005, 894157, 9500000, 86, 344351, 901669
250000, 894157, 250005, 894157, 9500000, 87, 348355, 900920
250000, 894157, 250005, 894157, 9500000, 88, 352359, 900116
250000, 894157, 250005, 894157, 9500000, 89, 356363, 900050
250000, 894157, 250005, 894157, 9500000, 90, 360367, 899712
250000, 894157, 250005, 894157, 9500000, 91, 364371, 899353
250000, 894157, 250005, 894157, 9500000, 92, 368375, 898750
250000, 894157, 250005, 894157, 9500000, 93, 372379, 898308
250000, 894157, 250005, 894157, 9500000, 94, 376383, 897801
250000, 894157, 250005, 894157, 9500000, 95, 380387, 897355
250000, 894157, 250005, 894157, 9500000, 96, 384391, 897001
250000, 894157, 250005, 894157, 9500000, 97, 388395, 896692
250000, 894157, 250005, 894157, 9500000, 98, 392399, 896396
250000, 894157, 250005, 894157, 9500000, 99, 396403, 896134
302500, 1081927, 302505, 1081927, 11495000, 1, 4411, 1210591
302500, 1081927, 302505, 1081927, 11495000, 2, 8815, 1133331
302500, 1081927, 302505, 1081927, 11495000, 3, 13219, 1094475
302500, 1081927, 302505, 1081927, 11495000, 4, 17623, 1100814
302500, 1081927, 302505, 1081927, 11495000, 5, 22027, 1114546
302500, 1081927, 302505, 1081927, 11495000, 6, 26431, 1102704
302500, 1081927, 302505, 1081927, 11495000, 7, 30835, 1084923
302500, 1081927, 302505, 1081927, 11495000, 8, 35239, 1087070
302500, 1081927, 302505, 1081927, 11495000, 9, 39643, 1084206
302500, 1081927, 302505, 1081927, 11495000, 10, 44047, 1090368
302500, 1081927, 302505, 1081927, 11495000, 11, 48451, 1094836
302500, 1081927, 302505, 1081927, 11495000, 12, 52855, 1087462
302500, 1081927, 302505, 1081927, 11495000, 13, 57259, 1083463
302500, 1081927, 302505, 1081927, 11495000, 14, 61663, 1088027
302500, 1081927, 302505, 1081927, 11495000, 15, 66067, 1093219
302500, 1081927, 302505, 1081927, 11495000, 16, 70471, 1093073
302500, 1081927, 302505, 1081927, 11495000, 17, 74875, 1087316
302500, 1081927, 302505, 1081927, 11495000, 18, 79279, 1090959
302500, 1081927, 302505, 1081927, 11495000, 19, 83683, 1091008
302500, 1081927, 302505, 1081927, 11495000, 20, 88087, 1093807
302500, 1081927, 302505, 1081927, 11495000, 21, 92491, 1097800
302500, 1081927, 302505, 1081927, 11495000, 22, 96895, 1094620
302500, 1081927, 302505, 1081927, 11495000, 23, 101299, 1091692
302500, 1081927, 302505, 1081927, 11495000, 24, 105703, 1093487
302500, 1081927, 302505, 1081927, 11495000, 25, 110107, 1094923
302500, 1081927, 302505, 1081927, 11495000, 26, 114511, 1094851
302500, 1081927, 302505, 1081927, 11495000, 27, 118915, 1094937
302500, 1081927, 302505, 1081927, 11495000, 28, 123319, 1094917
302500, 1081927, 302505, 1081927, 11495000, 29, 127723, 1093866
302500, 1081927, 302505, 1081927, 11495000, 30, 132127, 1094114
302500, 1081927, 302505, 1081927, 11495000, 31, 136531, 1095232
302500, 1081927, 302505, 1081927, 11495000, 32, 140935, 1097512
302500, 1081927, 302505, 1081927, 11495000, 33, 145339, 1095565
302500, 1081927, 302505, 1081927, 11495000, 34, 149743, 1092707
302500, 1081927, 302505, 1081927, 11495000, 35, 154147, 1094918
302500, 1081927, 302505, 1081927, 11495000, 36, 158551, 1096148
302500, 1081927, 302505, 1081927, 11495000, 37, 162955, 1096094
302500, 1081927, 302505, 1081927, 11495000, 38, 167359, 1096982
302500, 1081927, 302505, 1081927, 11495000, 39, 171763, 1094139
302500, 1081927, 302505, 1081927, 11495000, 40, 176167, 1092674
302500, 1081927, 302505, 1081927, 11495000, 41, 180571, 1092866
302500, 1081927, 302505, 1081927, 11495000, 42, 184975, 1093852
302500, 1081927, 302505, 1081927, 11495000, 43, 189379, 1092764
302500, 1081927, 302505, 1081927, 11495000, 44, 193783, 1091053
302500, 1081927, 302505, 1081927, 11495000, 45, 198187, 1091739
302500, 1081927, 302505, 1081927, 11495000, 46, 202591, 1092053
302500, 1081927, 302505, 1081927, 11495000, 47, 206995, 1093358
302500, 1081927, 302505, 1081927, 11495000, 48, 211399, 1094448
302500, 1081927, 302505, 1081927, 11495000, 49, 215803, 1093784
302500, 1081927, 302505, 1081927, 11495000, 50, 220207, 1093299
302500, 1081927, 302505, 1081927, 11495000, 51, 224611, 1093139
302500, 1081927, 302505, 1081927, 11495000, 52, 229015, 1093177
302500, 1081927, 302505, 1081927, 11495000, 53, 233419, 1093257
302500, 1081927, 302505, 1081927, 11495000, 54, 237823, 1093107
302500, 1081927, 302505, 1081927, 11495000, 55, 242227, 1093012
302500, 1081927, 302505, 1081927, 11495000, 56, 246631, 1092722
302500, 1081927, 302505, 1081927, 11495000, 57, 251035, 1092285
302500, 1081927, 302505, 1081927, 11495000, 58, 255439, 1092556
302500, 1081927, 302505, 1081927, 11495000, 59, 259843, 1092738
302500, 1081927, 302505, 1081927, 11495000, 60, 264247, 1091770
302500, 1081927, 302505, 1081927, 11495000, 61, 268651, 1090681
302500, 1081927, 302505, 1081927, 11495000, 62, 273055, 1091318
302500, 1081927, 302505, 1081927, 11495000, 63, 277459, 1091879
302500, 1081927, 302505, 1081927, 11495000, 64, 281863, 1091742
302500, 1081927, 302505, 1081927, 11495000, 65, 286267, 1091466
302500, 1081927, 302505, 1081927, 11495000, 66, 290671, 1091470
302500, 1081927, 302505, 1081927, 11495000, 67, 295075, 1091264
302500, 1081927, 302505, 1081927, 11495000, 68, 299479, 1091823
302500, 1081927, 302505, 1081927, 11495000, 69, 303883, 1092386
302500, 1081927, 302505, 1081927, 11495000, 70, 308287, 1092024
302500, 1081927, 302505, 1081927, 11495000, 71, 312691, 1091346
302500, 1081927, 302505, 1081927, 11495000, 72, 317095, 1091548
302500, 1081927, 302505, 1081927, 11495000, 73, 321499, 1091546
302500, 1081927, 302505, 1081927, 11495000, 74, 325903, 1091526
302500, 1081927, 302505, 1081927, 11495000, 75, 330307, 1091451
302500, 1081927, 302505, 1081927, 11495000, 76, 334711, 1091099
302500, 1081927, 302505, 1081927, 11495000, 77, 339115, 1090863
302500, 1081927, 302505, 1081927, 11495000, 78, 343519, 1090953
302500, 1081927, 302505, 1081927, 11495000, 79, 347923, 1091065
302500, 1081927, 302505, 1081927, 11495000, 80, 352327, 1090837
302500, 1081927, 302505, 1081927, 11495000, 81, 356731, 1090919
302500, 1081927, 302505, 1081927, 11495000, 82, 361135, 1090778
302500, 1081927, 302505, 1081927, 11495000, 83, 365539, 1090636
302500, 1081927, 302505, 1081927, 11495000, 84, 369943, 1090481
302500, 1081927, 302505, 1081927, 11495000, 85, 374347, 1090110
302500, 1081927, 302505, 1081927, 11495000, 86, 378751, 1089744
302500, 1081927, 302505, 1081927, 11495000, 87, 383155, 1089561
302500, 1081927, 302505, 1081927, 11495000, 88, 387559, 1089336
302500, 1081927, 302505, 1081927, 11495000, 89, 391963, 1089397
302500, 1081927, 302505, 1081927, 11495000, 90, 396367, 1089232
302500, 1081927, 302505, 1081927, 11495000, 91, 400771, 1089084
302500, 1081927, 302505, 1081927, 11495000, 92, 405175, 1088944
302500, 1081927, 302505, 1081927, 11495000, 93, 409579, 1088710
302500, 1081927, 302505, 1081927, 11495000, 94, 413983, 1088283
302500, 1081927, 302505, 1081927, 11495000, 95, 418387, 1087952
302500, 1081927, 302505, 1081927, 11495000, 96, 422791, 1087656
302500, 1081927, 302505, 1081927, 11495000, 97, 427195, 1087383
302500, 1081927, 302505, 1081927, 11495000, 98, 431599, 1087088
302500, 1081927, 302505, 1081927, 11495000, 99, 436003, 1086697
360000, 1287574, 360005, 1287574, 13680000, 1, 4811, 1440641
360000, 1287574, 360005, 1287574, 13680000, 2, 9615, 1349035
360000, 1287574, 360005, 1287574, 13680000, 3, 14419, 1302683
360000, 1287574, 360005, 1287574, 13680000, 4, 19223, 1309159
360000, 1287574, 360005, 1287574, 13680000, 5, 24027, 1325009
360000, 1287574, 360005, 1287574, 13680000, 6, 28831, 1311314
360000, 1287574, 360005, 1287574, 13680000, 7, 33635, 1287038
360000, 1287574, 360005, 1287574, 13680000, 8, 38439, 1292093
360000, 1287574, 360005, 1287574, 13680000, 9, 43243, 1290941
360000, 1287574, 360005, 1287574, 13680000, 10, 48047, 1297545
360000, 1287574, 360005, 1287574, 13680000, 11, 52851, 1303310
360000, 1287574, 360005, 1287574, 13680000, 12, 57655, 1296478
360000, 1287574, 360005, 1287574, 13680000, 13, 62459, 1289133
360000, 1287574, 360005, 1287574, 13680000, 14, 67263, 1291831
360000, 1287574, 360005, 1287574, 13680000, 15, 72067, 1292863
360000, 1287574, 360005, 1287574, 13680000, 16, 76871, 1297145
360000, 1287574, 360005, 1287574, 13680000, 17, 81675, 1301388
360000, 1287574, 360005, 1287574, 13680000, 18, 86479, 1301212
360000, 1287574, 360005, 1287574, 13680000, 19, 91283, 1303029
360000, 1287574, 360005, 1287574, 13680000, 20, 96087, 1306164
360000, 1287574, 360005, 1287574, 13680000, 21, 100891, 1309891
360000, 1287574, 360005, 1287574, 13680000, 22, 105695, 1306789
360000, 1287574, 360005, 1287574, 13680000, 23, 110499, 1303295
360000, 1287574, 360005, 1287574, 13680000, 24, 115303, 1305390
360000, 1287574, 360005, 1287574, 13680000, 25, 120107, 1307033
360000, 1287574, 360005, 1287574, 13680000, 26, 124911, 1304627
360000, 1287574, 360005, 1287574, 13680000, 27, 129715, 1302520
360000, 1287574, 360005, 1287574, 13680000, 28, 134519, 1298951
360000, 1287574, 360005, 1287574, 13680000, 29, 139323, 1296553
360000, 1287574, 360005, 1287574, 13680000, 30, 144127, 1294652
360000, 1287574, 360005, 1287574, 13680000, 31, 148931, 1293386
360000, 1287574, 360005, 1287574, 13680000, 32, 153735, 1291638
360000, 1287574, 360005, 1287574, 13680000, 33, 158539, 1290716
360000, 1287574, 360005, 1287574, 13680000, 34, 163343, 1294676
360000, 1287574, 360005, 1287574, 13680000, 35, 168147, 1294179
360000, 1287574, 360005, 1287574, 13680000, 36, 172951, 1293573
360000, 1287574, 360005, 1287574, 13680000, 37, 177755, 1293255
360000, 1287574, 360005, 1287574, 13680000, 38, 182559, 1292746
360000, 1287574, 360005, 1287574, 13680000, 39, 187363, 1292209
360000, 1287574, 360005, 1287574, 13680000, 40, 192167, 1291781
360000, 1287574, 360005, 1287574, 13680000, 41, 196971, 1291548
360000, 1287574, 360005, 1287574, 13680000, 42, 201775, 1291047
360000, 1287574, 360005, 1287574, 13680000, 43, 206579, 1290826
360000, 1287574, 360005, 1287574, 13680000, 44, 211383, 1290609
360000, 1287574, 360005, 1287574, 13680000, 45, 216187, 1290322
360000, 1287574, 360005, 1287574, 13680000, 46, 220991, 1290009
360000, 1287574, 360005, 1287574, 13680000, 47, 225795, 1289563
360000, 1287574, 360005, 1287574, 13680000, 48, 230599, 1289316
360000, 1287574, 360005, 1287574, 13680000, 49, 235403, 1288934
360000, 1287574, 360005, 1287574, 13680000, 50, 240207, 1288516
360000, 1287574, 360005, 1287574, 13680000, 51, 245011, 1288380
360000, 1287574, 360005, 1287574, 13680000, 52, 249815, 1288237
360000, 1287574, 360005, 1287574, 13680000, 53, 254619, 1288176
360000, 1287574, 360005, 1287574, 13680000, 54, 259423, 1288174
360000, 1287574, 360005, 1287574, 13680000, 55, 264227, 1288174
360000, 1287574, 360005, 1287574, 13680000, 56, 269031, 1288174
360000, 1287574, 360005, 1287574, 13680000, 57, 273835, 1288174
360000, 1287574, 360005, 1287574, 13680000, 58, 278639, 1288174
360000, 1287574, 360005, 1287574, 13680000, 59, 283443, 1288174
360000, 1287574, 360005, 1287574, 13680000, 60, 288247, 1288174
360000, 1287574, 360005, 1287574, 13680000, 61, 293051, 1288174
360000, 1287574, 360005, 1287574, 13680000, 62, 297855, 1288174
360000, 1287574, 360005, 1287574, 13680000, 63, 302659, 1288174
360000, 1287574, 360005, 1287574, 13680000, 64, 307463, 1288174
360000, 1287574, 360005, 1287574, 13680000, 65, 312267, 1288174
360000, 1287574, 360005, 1287574, 13680000, 66, 317071, 1288174
360000, 1287574, 360005, 1287574, 13680000, 67, 321875, 1288174
360000, 1287574, 360005, 1287574, 13680000, 68, 326679, 1288174
360000, 1287574, 360005, 1287574, 13680000, 69, 331483, 1288174
360000, 1287574, 360005, 1287574, 13680000, 70, 336287, 1288174
360000, 1287574, 360005, 1287574, 13680000, 71, 341091, 1288174
360000, 1287574, 360005, 1287574, 13680000, 72, 345895, 1288174
360000, 1287574, 360005, 1287574, 13680000, 73, 350699, 1288174
360000, 1287574, 360005, 1287574, 13680000, 74, 355503, 1288174
360000, 1287574, 360005, 1287574, 13680000, 75, 360307, 1288174
360000, 1287574, 360005, 1287574, 13680000, 76, 365111, 1288174
360000, 1287574, 360005, 1287574, 13680000, 77, 369915, 1288174
360000, 1287574, 360005, 1287574, 13680000, 78, 374719, 1288174
360000, 1287574, 360005, 1287574, 13680000, 79, 379523, 1288174
360000, 1287574, 360005, 1287574, 13680000, 80, 384327, 1288174
360000, 1287574, 360005, 1287574, 13680000, 81, 389131, 1288174
360000, 1287574, 360005, 1287574, 13680000, 82, 393935, 1288174
360000, 1287574, 360005, 1287574, 13680000, 83, 398739, 1288174
360000, 1287574, 360005, 1287574, 13680000, 84, 403543, 1288174
360000, 1287574, 360005, 1287574, 13680000, 85, 408347, 1288174
360000, 1287574, 360005, 1287574, 13680000, 86, 413151, 1288174
360000, 1287574, 360005, 1287574, 13680000, 87, 417955, 1288174
360000, 1287574, 360005, 1287574, 13680000, 88, 422759, 1288174
360000, 1287574, 360005, 1287574, 13680000, 89, 427563, 1288174
360000, 1287574, 360005, 1287574, 13680000, 90, 432367, 1288174
360000, 1287574, 360005, 1287574, 13680000, 91, 437171, 1288174
360000, 1287574, 360005, 1287574, 13680000, 92, 441975, 1288174
360000, 1287574, 360005, 1287574, 13680000, 93, 446779, 1288174
360000, 1287574, 360005, 1287574, 13680000, 94, 451583, 1288174
360000, 1287574, 360005, 1287574, 13680000, 95, 456387, 1288174
360000, 1287574, 360005, 1287574, 13680000, 96, 461191, 1288174
360000, 1287574, 360005, 1287574, 13680000, 97, 465995, 1288174
360000, 1287574, 360005, 1287574, 13680000, 98, 470799, 1288174
360000, 1287574, 360005, 1287574, 13680000, 99, 475603, 1288174
422500, 1511097, 422505, 1511097, 16055000, 1, 5211, 1690691
422500, 1511097, 422505, 1511097, 16055000, 2, 10415, 1583316
422500, 1511097, 422505, 1511097, 16055000, 3, 15619, 1528141
422500, 1511097, 422505, 1511097, 16055000, 4, 20823, 1537467
422500, 1511097, 422505, 1511097, 16055000, 5, 26027, 1556426
422500, 1511097, 422505, 1511097, 16055000, 6, 31231, 1540088
422500, 1511097, 422505, 1511097, 16055000, 7, 36435, 1515960
422500, 1511097, 422505, 1511097, 16055000, 8, 41639, 1518031
422500, 1511097, 422505, 1511097, 16055000, 9, 46843, 1514183
422500, 1511097, 422505, 1511097, 16055000, 10, 52047, 1523632
422500, 1511097, 422505, 1511097, 16055000, 11, 57251, 1526907
422500, 1511097, 422505, 1511097, 16055000, 12, 62455, 1518941
422500, 1511097, 422505, 1511097, 16055000, 13, 67659, 1513139
422500, 1511097, 422505, 1511097, 16055000, 14, 72863, 1519279
422500, 1511097, 422505, 1511097, 16055000, 15, 78067, 1526504
422500, 1511097, 422505, 1511097, 16055000, 16, 83271, 1526342
422500, 1511097, 422505, 1511097, 16055000, 17, 88475, 1517469
422500, 1511097, 422505, 1511097, 16055000, 18, 93679, 1523375
422500, 1511097, 422505, 1511097, 16055000, 19, 98883, 1524209
422500, 1511097, 422505, 1511097, 16055000, 20, 104087, 1527909
422500, 1511097, 422505, 1511097, 16055000, 21, 109291, 1533356
422500, 1511097, 422505, 1511097, 16055000, 22, 114495, 1528180
422500, 1511097, 422505, 1511097, 16055000, 23, 119699, 1523865
422500, 1511097, 422505, 1511097, 16055000, 24, 124903, 1527471
422500, 1511097, 422505, 1511097, 16055000, 25, 130107, 1530984
422500, 1511097, 422505, 1511097, 16055000, 26, 135311, 1530082
422500, 1511097, 422505, 1511097, 16055000, 27, 140515, 1529609
422500, 1511097, 422505, 1511097, 16055000, 28, 145719, 1528422
422500, 1511097, 422505, 1511097, 16055000, 29, 150923, 1527687
422500, 1511097, 422505, 1511097, 16055000, 30, 156127, 1527707
422500, 1511097, 422505, 1511097, 16055000, 31, 161331, 1529752
422500, 1511097, 422505, 1511097, 16055000, 32, 166535, 1533214
422500, 1511097, 422505, 1511097, 16055000, 33, 171739, 1530259
422500, 1511097, 422505, 1511097, 16055000, 34, 176943, 1526871
422500, 1511097, 422505, 1511097, 16055000, 35, 182147, 1529421
422500, 1511097, 422505, 1511097, 16055000, 36, 187351, 1530808
422500, 1511097, 422505, 1511097, 16055000, 37, 192555, 1530841
422500, 1511097, 422505, 1511097, 16055000, 38, 197759, 1532584
422500, 1511097, 422505, 1511097, 16055000, 39, 202963, 1528610
422500, 1511097, 422505, 1511097, 16055000, 40, 208167, 1527333
422500, 1511097, 422505, 1511097, 16055000, 41, 213371, 1527883
422500, 1511097, 422505, 1511097, 16055000, 42, 218575, 1529450
422500, 1511097, 422505, 1511097, 16055000, 43, 223779, 1528105
422500, 1511097, 422505, 1511097, 16055000, 44, 228983, 1525914
422500, 1511097, 422505, 1511097, 16055000, 45, 234187, 1526180
422500, 1511097, 422505, 1511097, 16055000, 46, 239391, 1526492
422500, 1511097, 422505, 1511097, 16055000, 47, 244595, 1526625
422500, 1511097, 422505, 1511097, 16055000, 48, 249799, 1527715
422500, 1511097, 422505, 1511097, 16055000, 49, 255003, 1527301
422500, 1511097, 422505, 1511097, 16055000, 50, 260207, 1526257
422500, 1511097, 422505, 1511097, 16055000, 51, 265411, 1526414
422500, 1511097, 422505, 1511097, 16055000, 52, 270615, 1526209
422500, 1511097, 422505, 1511097, 16055000, 53, 275819, 1526164
422500, 1511097, 422505, 1511097, 16055000, 54, 281023, 1525966
422500, 1511097, 422505, 1511097, 16055000, 55, 286227, 1525689
422500, 1511097, 422505, 1511097, 16055000, 56, 291431, 1525652
422500, 1511097, 422505, 1511097, 16055000, 57, 296635, 1525064
422500, 1511097, 422505, 1511097, 16055000, 58, 301839, 1524428
422500, 1511097, 422505, 1511097, 16055000, 59, 307043, 1525093
422500, 1511097, 422505, 1511097, 16055000, 60, 312247, 1525772
422500, 1511097, 422505, 1511097, 16055000, 61, 317451, 1524533
422500, 1511097, 422505, 1511097, 16055000, 62, 322655, 1523226
422500, 1511097, 422505, 1511097, 16055000, 63, 327859, 1523885
422500, 1511097, 422505, 1511097, 16055000, 64, 333063, 1524113
422500, 1511097, 422505, 1511097, 16055000, 65, 338267, 1523994
422500, 1511097, 422505, 1511097, 16055000, 66, 343471, 1523576
422500, 1511097, 422505, 1511097, 16055000, 67, 348675, 1523242
422500, 1511097, 422505, 1511097, 16055000, 68, 353879, 1523260
422500, 1511097, 422505, 1511097, 16055000, 69, 359083, 1523892
422500, 1511097, 422505, 1511097, 16055000, 70, 364287, 1524482
422500, 1511097, 422505, 1511097, 16055000, 71, 369491, 1523846
422500, 1511097, 422505, 1511097, 16055000, 72, 374695, 1523249
422500, 1511097, 422505, 1511097, 16055000, 73, 379899, 1524002
422500, 1511097, 422505, 1511097, 16055000, 74, 385103, 1524289
422500, 1511097, 422505, 1511097, 16055000, 75, 390307, 1524212
422500, 1511097, 422505, 1511097, 16055000, 76, 395511, 1524389
422500, 1511097, 422505, 1511097, 16055000, 77, 400715, 1523908
422500, 1511097, 422505, 1511097, 16055000, 78, 405919, 1523340
422500, 1511097, 422505, 1511097, 16055000, 79, 411123, 1524182
422500, 1511097, 422505, 1511097, 16055000, 80, 416327, 1524654
422500, 1511097, 422505, 1511097, 16055000, 81, 421531, 1524486
422500, 1511097, 422505, 1511097, 16055000, 82, 426735, 1523933
422500, 1511097, 422505, 1511097, 16055000, 83, 431939, 1523862
422500, 1511097, 422505, 1511097, 16055000, 84, 437143, 1524018
422500, 1511097, 422505, 1511097, 16055000, 85, 442347, 1524665
422500, 1511097, 422505, 1511097, 16055000, 86, 447551, 1525152
422500, 1511097, 422505, 1511097, 16055000, 87, 452755, 1524542
422500, 1511097, 422505, 1511097, 16055000, 88, 457959, 1523636
422500, 1511097, 422505, 1511097, 16055000, 89, 463163, 1523901
422500, 1511097, 422505, 1511097, 16055000, 90, 468367, 1524108
422500, 1511097, 422505, 1511097, 16055000, 91, 473571, 1523594
422500, 1511097, 422505, 1511097, 16055000, 92, 478775, 1523275
422500, 1511097, 422505, 1511097, 16055000, 93, 483979, 1522917
422500, 1511097, 422505, 1511097, 16055000, 94, 489183, 1522662
422500, 1511097, 422505, 1511097, 16055000, 95, 494387, 1522441
422500, 1511097, 422505, 1511097, 16055000, 96, 499591, 1522279
422500, 1511097, 422505, 1511097, 16055000, 97, 504795, 1521946
422500, 1511097, 422505, 1511097, 16055000, 98, 509999, 1522064
422500, 1511097, 422505, 1511097, 16055000, 99, 515203, 1522023
490000, 1752513, 490005, 1752513, 18620000, 1, 5611, 1960741
490000, 1752513, 490005, 1752513, 18620000, 2, 11215, 1836100
490000, 1752513, 490005, 1752513, 18620000, 3, 16819, 1772327
490000, 1752513, 490005, 1752513, 18620000, 4, 22423, 1782800
490000, 1752513, 490005, 1752513, 18620000, 5, 28027, 1804666
490000, 1752513, 490005, 1752513, 18620000, 6, 33631, 1785942
490000, 1752513, 490005, 1752513, 18620000, 7, 39235, 1757590
490000, 1752513, 490005, 1752513, 18620000, 8, 44839, 1761043
490000, 1752513, 490005, 1752513, 18620000, 9, 50443, 1756452
490000, 1752513, 490005, 1752513, 18620000, 10, 56047, 1765688
490000, 1752513, 490005, 1752513, 18620000, 11, 61651, 1772837
490000, 1752513, 490005, 1752513, 18620000, 12, 67255, 1761236
490000, 1752513, 490005, 1752513, 18620000, 13, 72859, 1754422
490000, 1752513, 490005, 1752513, 18620000, 14, 78463, 1761712
490000, 1752513, 490005, 1752513, 18620000, 15, 84067, 1770324
490000, 1752513, 490005, 1752513, 18620000, 16, 89671, 1769465
490000, 1752513, 490005, 1752513, 18620000, 17, 95275, 1759031
490000, 1752513, 490005, 1752513, 18620000, 18, 100879, 1766586
490000, 1752513, 490005, 1752513, 18620000, 19, 106483, 1767225
490000, 1752513, 490005, 1752513, 18620000, 20, 112087, 1771629
