total pixels, size of ascii file (bytes), size of compressed binary file (bytes), size of decompressed ascii file (bytes), size of SVD.txt (bytes), rank, size of compressed binary SVD file (bytes), size of decompressed svd file ascii (bytes) 
62500, 223568, 62505, 223568, 2375000, 47, 94195, 224415
62500, 223568, 62505, 223568, 2375000, 48, 96199, 224309
62500, 223568, 62505, 223568, 2375000, 49, 98203, 224097
62500, 223568, 62505, 223568, 2375000, 50, 100207, 223870
62500, 223568, 62505, 223568, 2375000, 51, 102211, 223826
62500, 223568, 62505, 223568, 2375000, 52, 104215, 223818
62500, 223568, 62505, 223568, 2375000, 53, 106219, 223818
62500, 223568, 62505, 223568, 2375000, 54, 108223, 223818
62500, 223568, 62505, 223568, 2375000, 55, 110227, 223818
62500, 223568, 62505, 223568, 2375000, 56, 112231, 223818
62500, 223568, 62505, 223568, 2375000, 57, 114235, 223818
62500, 223568, 62505, 223568, 2375000, 58, 116239, 223818
62500, 223568, 62505, 223568, 2375000, 59, 118243, 223818
62500, 223568, 62505, 223568, 2375000, 60, 120247, 223818
62500, 223568, 62505, 223568, 2375000, 61, 122251, 223818
62500, 223568, 62505, 223568, 2375000, 62, 124255, 223818
62500, 223568, 62505, 223568, 2375000, 63, 126259, 223818
62500, 223568, 62505, 223568, 2375000, 64, 128263, 223818
62500, 223568, 62505, 223568, 2375000, 65, 130267, 223818
62500, 223568, 62505, 223568, 2375000, 66, 132271, 223818
62500, 223568, 62505, 223568, 2375000, 67, 134275, 223818
62500, 223568, 62505, 223568, 2375000, 68, 136279, 223818
62500, 223568, 62505, 223568, 2375000, 69, 138283, 223818
62500, 223568, 62505, 223568, 2375000, 70, 140287, 223818
62500, 223568, 62505, 223568, 2375000, 71, 142291, 223818
62500, 223568, 62505, 223568, 2375000, 72, 144295, 223818
62500, 223568, 62505, 223568, 2375000, 73, 146299, 223818
62500, 223568, 62505, 223568, 2375000, 74, 148303, 223818
62500, 223568, 62505, 223568, 2375000, 75, 150307, 223818
62500, 223568, 62505, 223568, 2375000, 76, 152311, 223818
62500, 223568, 62505, 223568, 2375000, 77, 154315, 223818
62500, 223568, 62505, 223568, 2375000, 78, 156319, 223818
62500, 223568, 62505, 223568, 2375000, 79, 158323, 223818
62500, 223568, 62505, 223568, 2375000, 80, 160327, 223818
62500, 223568, 62505, 223568, 2375000, 81, 162331, 223818
62500, 223568, 62505, 223568, 2375000, 82, 164335, 223818
62500, 223568, 62505, 223568, 2375000, 83, 166339, 223818
62500, 223568, 62505, 223568, 2375000, 84, 168343, 223818
62500, 223568, 62505, 223568, 2375000, 85, 170347, 223818
62500, 223568, 62505, 223568, 2375000, 86, 172351, 223818
62500, 223568, 62505, 223568, 2375000, 87, 174355, 223818
62500, 223568, 62505, 223568, 2375000, 88, 176359, 223818
62500, 223568, 62505, 223568, 2375000, 89, 178363, 223818
62500, 223568, 62505, 223568, 2375000, 90, 180367, 223818
62500, 223568, 62505, 223568, 2375000, 91, 182371, 223818
62500, 223568, 62505, 223568, 2375000, 92, 184375, 223818
62500, 223568, 62505, 223568, 2375000, 93, 186379, 223818
62500, 223568, 62505, 223568, 2375000, 94, 188383, 223818
62500, 223568, 62505, 223568, 2375000, 95, 190387, 223818
62500, 223568, 62505, 223568, 2375000, 96, 192391, 223818
62500, 223568, 62505, 223568, 2375000, 97, 194395, 223818
62500, 223568, 62505, 223568, 2375000, 98, 196399, 223818
62500, 223568, 62505, 223568, 2375000, 99, 198403, 223818
90000, 321926, 90005, 321926, 3420000, 1, 2411, 360341
90000, 321926, 90005, 321926, 3420000, 2, 4815, 337228
90000, 321926, 90005, 321926, 3420000, 3, 7219, 325582
90000, 321926, 90005, 321926, 3420000, 4, 9623, 326945
90000, 321926, 90005, 321926, 3420000, 5, 12027, 330635
90000, 321926, 90005, 321926, 3420000, 6, 14431, 327817
90000, 321926, 90005, 321926, 3420000, 7, 16835, 320331
90000, 321926, 90005, 321926, 3420000, 8, 19239, 321681
90000, 321926, 90005, 321926, 3420000, 9, 21643, 321353
90000, 321926, 90005, 321926, 3420000, 10, 24047, 324896
90000, 321926, 90005, 321926, 3420000, 11, 26451, 327219
90000, 321926, 90005, 321926, 3420000, 12, 28855, 325006
90000, 321926, 90005, 321926, 3420000, 13, 31259, 321394
90000, 321926, 90005, 321926, 3420000, 14, 33663, 323050
90000, 321926, 90005, 321926, 3420000, 15, 36067, 324462
90000, 321926, 90005, 321926, 3420000, 16, 38471, 323530
90000, 321926, 90005, 321926, 3420000, 17, 40875, 322230
90000, 321926, 90005, 321926, 3420000, 18, 43279, 322226
90000, 321926, 90005, 321926, 3420000, 19, 45683, 322226
90000, 321926, 90005, 321926, 3420000, 20, 48087, 322226
90000, 321926, 90005, 321926, 3420000, 21, 50491, 322226
90000, 321926, 90005, 321926, 3420000, 22, 52895, 322226
90000, 321926, 90005, 321926, 3420000, 23, 55299, 322226
90000, 321926, 90005, 321926, 3420000, 24, 57703, 322226
90000, 321926, 90005, 321926, 3420000, 25, 60107, 322226
90000, 321926, 90005, 321926, 3420000, 26, 62511, 322226
90000, 321926, 90005, 321926, 3420000, 27, 64915, 322226
90000, 321926, 90005, 321926, 3420000, 28, 67319, 322226
90000, 321926, 90005, 321926, 3420000, 29, 69723, 322226
90000, 321926, 90005, 321926, 3420000, 30, 72127, 322226
90000, 321926, 90005, 321926, 3420000, 31, 74531, 322226
90000, 321926, 90005, 321926, 3420000, 32, 76935, 322226
90000, 321926, 90005, 321926, 3420000, 33, 79339, 322226
90000, 321926, 90005, 321926, 3420000, 34, 81743, 322226
90000, 321926, 90005, 321926, 3420000, 35, 84147, 322226
90000, 321926, 90005, 321926, 3420000, 36, 86551, 322226
90000, 321926, 90005, 321926, 3420000, 37, 88955, 322226
90000, 321926, 90005, 321926, 3420000, 38, 91359, 322226
90000, 321926, 90005, 321926, 3420000, 39, 93763, 322226
90000, 321926, 90005, 321926, 3420000, 40, 96167, 322226
90000, 321926, 90005, 321926, 3420000, 41, 98571, 322226
90000, 321926, 90005, 321926, 3420000, 42, 100975, 322226
90000, 321926, 90005, 321926, 3420000, 43, 103379, 322226
90000, 321926, 90005, 321926, 3420000, 44, 105783, 322226
90000, 321926, 90005, 321926, 3420000, 45, 108187, 322226
90000, 321926, 90005, 321926, 3420000, 46, 110591, 322226
90000, 321926, 90005, 321926, 3420000, 47, 112995, 322226
90000, 321926, 90005, 321926, 3420000, 48, 115399, 322226
90000, 321926, 90005, 321926, 3420000, 49, 117803, 322226
90000, 321926, 90005, 321926, 3420000, 50, 120207, 322226
90000, 321926, 90005, 321926, 3420000, 51, 122611, 322226
90000, 321926, 90005, 321926, 3420000, 52, 125015, 322226
90000, 321926, 90005, 321926, 3420000, 53, 127419, 322226
90000, 321926, 90005, 321926, 3420000, 54, 129823, 322226
90000, 321926, 90005, 321926, 3420000, 55, 132227, 322226
90000, 321926, 90005, 321926, 3420000, 56, 134631, 322226
90000, 321926, 90005, 321926, 3420000, 57, 137035, 322226
90000, 321926, 90005, 321926, 3420000, 58, 139439, 322226
90000, 321926, 90005, 321926, 3420000, 59, 141843, 322226
90000, 321926, 90005, 321926, 3420000, 60, 144247, 322226
90000, 321926, 90005, 321926, 3420000, 61, 146651, 322226
90000, 321926, 90005, 321926, 3420000, 62, 149055, 322226
90000, 321926, 90005, 321926, 3420000, 63, 151459, 322226
90000, 321926, 90005, 321926, 3420000, 64, 153863, 322226
90000, 321926, 90005, 321926, 3420000, 65, 156267, 322226
90000, 321926, 90005, 321926, 3420000, 66, 158671, 322226
90000, 321926, 90005, 321926, 3420000, 67, 161075, 322226
90000, 321926, 90005, 321926, 3420000, 68, 163479, 322226
90000, 321926, 90005, 321926, 3420000, 69, 165883, 322226
90000, 321926, 90005, 321926, 3420000, 70, 168287, 322226
90000, 321926, 90005, 321926, 3420000, 71, 170691, 322226
90000, 321926, 90005, 321926, 3420000, 72, 173095, 322226
90000, 321926, 90005, 321926, 3420000, 73, 175499, 322226
90000, 321926, 90005, 321926, 3420000, 74, 177903, 322226
90000, 321926, 90005, 321926, 3420000, 75, 180307, 322226
90000, 321926, 90005, 321926, 3420000, 76, 182711, 322226
90000, 321926, 90005, 321926, 3420000, 77, 185115, 322226
90000, 321926, 90005, 321926, 3420000, 78, 187519, 322226
90000, 321926, 90005, 321926, 3420000, 79, 189923, 322226
90000, 321926, 90005, 321926, 3420000, 80, 192327, 322226
90000, 321926, 90005, 321926, 3420000, 81, 194731, 322226
90000, 321926, 90005, 321926, 3420000, 82, 197135, 322226
90000, 321926, 90005, 321926, 3420000, 83, 199539, 322226
90000, 321926, 90005, 321926, 3420000, 84, 201943, 322226
90000, 321926, 90005, 321926, 3420000, 85, 204347, 322226
90000, 321926, 90005, 321926, 3420000, 86, 206751, 322226
90000, 321926, 90005, 321926, 3420000, 87, 209155, 322226
90000, 321926, 90005, 321926, 3420000, 88, 211559, 322226
90000, 321926, 90005, 321926, 3420000, 89, 213963, 322226
90000, 321926, 90005, 321926, 3420000, 90, 216367, 322226
90000, 321926, 90005, 321926, 3420000, 91, 218771, 322226
90000, 321926, 90005, 321926, 3420000, 92, 221175, 322226
90000, 321926, 90005, 321926, 3420000, 93, 223579, 322226
90000, 321926, 90005, 321926, 3420000, 94, 225983, 322226
90000, 321926, 90005, 321926, 3420000, 95, 228387, 322226
90000, 321926, 90005, 321926, 3420000, 96, 230791, 322226
90000, 321926, 90005, 321926, 3420000, 97, 233195, 322226
90000, 321926, 90005, 321926, 3420000, 98, 235599, 322226
90000, 321926, 90005, 321926, 3420000, 99, 238003, 322226
122500, 438157, 122505, 438157, 4655000, 1, 2811, 490391
122500, 438157, 122505, 438157, 4655000, 2, 5615, 459237
122500, 438157, 122505, 438157, 4655000, 3, 8419, 443033
122500, 438157, 122505, 438157, 4655000, 4, 11223, 445711
122500, 438157, 122505, 438157, 4655000, 5, 14027, 450627
122500, 438157, 122505, 438157, 4655000, 6, 16831, 446573
122500, 438157, 122505, 438157, 4655000, 7, 19635, 438994
122500, 438157, 122505, 438157, 4655000, 8, 22439, 440345
122500, 438157, 122505, 438157, 4655000, 9, 25243, 439568
122500, 438157, 122505, 438157, 4655000, 10, 28047, 441455
122500, 438157, 122505, 438157, 4655000, 11, 30851, 443566
122500, 438157, 122505, 438157, 4655000, 12, 33655, 440699
122500, 438157, 122505, 438157, 4655000, 13, 36459, 438007
122500, 438157, 122505, 438157, 4655000, 14, 39263, 440428
122500, 438157, 122505, 438157, 4655000, 15, 42067, 442990
122500, 438157, 122505, 438157, 4655000, 16, 44871, 442922
122500, 438157, 122505, 438157, 4655000, 17, 47675, 441572
122500, 438157, 122505, 438157, 4655000, 18, 50479, 441691
122500, 438157, 122505, 438157, 4655000, 19, 53283, 440991
122500, 438157, 122505, 438157, 4655000, 20, 56087, 442106
122500, 438157, 122505, 438157, 4655000, 21, 58891, 443805
122500, 438157, 122505, 438157, 4655000, 22, 61695, 442818
122500, 438157, 122505, 438157, 4655000, 23, 64499, 442324
122500, 438157, 122505, 438157, 4655000, 24, 67303, 443200
122500, 438157, 122505, 438157, 4655000, 25, 70107, 443823
122500, 438157, 122505, 438157, 4655000, 26, 72911, 443790
122500, 438157, 122505, 438157, 4655000, 27, 75715, 443237
122500, 438157, 122505, 438157, 4655000, 28, 78519, 443103
122500, 438157, 122505, 438157, 4655000, 29, 81323, 442926
122500, 438157, 122505, 438157, 4655000, 30, 84127, 443765
122500, 438157, 122505, 438157, 4655000, 31, 86931, 445034
122500, 438157, 122505, 438157, 4655000, 32, 89735, 444458
122500, 438157, 122505, 438157, 4655000, 33, 92539, 444093
122500, 438157, 122505, 438157, 4655000, 34, 95343, 444387
122500, 438157, 122505, 438157, 4655000, 35, 98147, 444465
122500, 438157, 122505, 438157, 4655000, 36, 100951, 444583
122500, 438157, 122505, 438157, 4655000, 37, 103755, 444939
122500, 438157, 122505, 438157, 4655000, 38, 106559, 444225
122500, 438157, 122505, 438157, 4655000, 39, 109363, 443450
122500, 438157, 122505, 438157, 4655000, 40, 112167, 442807
122500, 438157, 122505, 438157, 4655000, 41, 114971, 442425
122500, 438157, 122505, 438157, 4655000, 42, 117775, 442054
122500, 438157, 122505, 438157, 4655000, 43, 120579, 441491
122500, 438157, 122505, 438157, 4655000, 44, 123383, 440890
122500, 438157, 122505, 438157, 4655000, 45, 126187, 440434
122500, 438157, 122505, 438157, 4655000, 46, 128991, 440059
122500, 438157, 122505, 438157, 4655000, 47, 131795, 439747
122500, 438157, 122505, 438157, 4655000, 48, 134599, 439325
122500, 438157, 122505, 438157, 4655000, 49, 137403, 438984
122500, 438157, 122505, 438157, 4655000, 50, 140207, 438714
122500, 438157, 122505, 438157, 4655000, 51, 143011, 438510
122500, 438157, 122505, 438157, 4655000, 52, 145815, 438507
122500, 438157, 122505, 438157, 4655000, 53, 148619, 438507
122500, 438157, 122505, 438157, 4655000, 54, 151423, 438507
122500, 438157, 122505, 438157, 4655000, 55, 154227, 438507
122500, 438157, 122505, 438157, 4655000, 56, 157031, 438507
122500, 438157, 122505, 438157, 4655000, 57, 159835, 438507
122500, 438157, 122505, 438157, 4655000, 58, 162639, 438507
122500, 438157, 122505, 438157, 4655000, 59, 165443, 438507
122500, 438157, 122505, 438157, 4655000, 60, 168247, 438507
122500, 438157, 122505, 438157, 4655000, 61, 171051, 438507
122500, 438157, 122505, 438157, 4655000, 62, 173855, 438507
122500, 438157, 122505, 438157, 4655000, 63, 176659, 438507
122500, 438157, 122505, 438157, 4655000, 64, 179463, 438507
122500, 438157, 122505, 438157, 4655000, 65, 182267, 438507
122500, 438157, 122505, 438157, 4655000, 66, 185071, 438507
122500, 438157, 122505, 438157, 4655000, 67, 187875, 438507
122500, 438157, 122505, 438157, 4655000, 68, 190679, 438507
122500, 438157, 122505, 438157, 4655000, 69, 193483, 438507
122500, 438157, 122505, 438157, 4655000, 70, 196287, 438507
122500, 438157, 122505, 438157, 4655000, 71, 199091, 438507
122500, 438157, 122505, 438157, 4655000, 72, 201895, 438507
122500, 438157, 122505, 438157, 4655000, 73, 204699, 438507
122500, 438157, 122505, 438157, 4655000, 74, 207503, 438507
122500, 438157, 122505, 438157, 4655000, 75, 210307, 438507
122500, 438157, 122505, 438157, 4655000, 76, 213111, 438507
122500, 438157, 122505, 438157, 4655000, 77, 215915, 438507
122500, 438157, 122505, 438157, 4655000, 78, 218719, 438507
122500, 438157, 122505, 438157, 4655000, 79, 221523, 438507
122500, 438157, 122505, 438157, 4655000, 80, 224327, 438507
122500, 438157, 122505, 438157, 4655000, 81, 227131, 438507
122500, 438157, 122505, 438157, 4655000, 82, 229935, 438507
122500, 438157, 122505, 438157, 4655000, 83, 232739, 438507
122500, 438157, 122505, 438157, 4655000, 84, 235543, 438507
122500, 438157, 122505, 438157, 4655000, 85, 238347, 438507
122500, 438157, 122505, 438157, 4655000, 86, 241151, 438507
122500, 438157, 122505, 438157, 4655000, 87, 243955, 438507
122500, 438157, 122505, 438157, 4655000, 88, 246759, 438507
122500, 438157, 122505, 438157, 4655000, 89, 249563, 438507
122500, 438157, 122505, 438157, 4655000, 90, 252367, 438507
122500, 438157, 122505, 438157, 4655000, 91, 255171, 438507
122500, 438157, 122505, 438157, 4655000, 92, 257975, 438507
122500, 438157, 122505, 438157, 4655000, 93, 260779, 438507
122500, 438157, 122505, 438157, 4655000, 94, 263583, 438507
122500, 438157, 122505, 438157, 4655000, 95, 266387, 438507
122500, 438157, 122505, 438157, 4655000, 96, 269191, 438507
122500, 438157, 122505, 438157, 4655000, 97, 271995, 438507
122500, 438157, 122505, 438157, 4655000, 98, 274799, 438507
122500, 438157, 122505, 438157, 4655000, 99, 277603, 438507
160000, 572274, 160005, 572274, 6080000, 1, 3211, 640441
160000, 572274, 160005, 572274, 6080000, 2, 6415, 599606
160000, 572274, 160005, 572274, 6080000, 3, 9619, 578963
160000, 572274, 160005, 572274, 6080000, 4, 12823, 582146
160000, 572274, 160005, 572274, 6080000, 5, 16027, 589167
160000, 572274, 160005, 572274, 6080000, 6, 19231, 583495
160000, 572274, 160005, 572274, 6080000, 7, 22435, 573635
160000, 572274, 160005, 572274, 6080000, 8, 25639, 575248
160000, 572274, 160005, 572274, 6080000, 9, 28843, 573931
160000, 572274, 160005, 572274, 6080000, 10, 32047, 576684
160000, 572274, 160005, 572274, 6080000, 11, 35251, 578909
160000, 572274, 160005, 572274, 6080000, 12, 38455, 575708
160000, 572274, 160005, 572274, 6080000, 13, 41659, 572808
160000, 572274, 160005, 572274, 6080000, 14, 44863, 575803
160000, 572274, 160005, 572274, 6080000, 15, 48067, 578227
160000, 572274, 160005, 572274, 6080000, 16, 51271, 578307
160000, 572274, 160005, 572274, 6080000, 17, 54475, 576132
160000, 572274, 160005, 572274, 6080000, 18, 57679, 577156
160000, 572274, 160005, 572274, 6080000, 19, 60883, 577077
160000, 572274, 160005, 572274, 6080000, 20, 64087, 578424
160000, 572274, 160005, 572274, 6080000, 21, 67291, 580159
160000, 572274, 160005, 572274, 6080000, 22, 70495, 578486
160000, 572274, 160005, 572274, 6080000, 23, 73699, 578233
160000, 572274, 160005, 572274, 6080000, 24, 76903, 578274
160000, 572274, 160005, 572274, 6080000, 25, 80107, 579406
160000, 572274, 160005, 572274, 6080000, 26, 83311, 579076
160000, 572274, 160005, 572274, 6080000, 27, 86515, 578247
160000, 572274, 160005, 572274, 6080000, 28, 89719, 578466
160000, 572274, 160005, 572274, 6080000, 29, 92923, 578300
160000, 572274, 160005, 572274, 6080000, 30, 96127, 578251
160000, 572274, 160005, 572274, 6080000, 31, 99331, 579098
160000, 572274, 160005, 572274, 6080000, 32, 102535, 580017
160000, 572274, 160005, 572274, 6080000, 33, 105739, 579476
160000, 572274, 160005, 572274, 6080000, 34, 108943, 579090
160000, 572274, 160005, 572274, 6080000, 35, 112147, 579648
160000, 572274, 160005, 572274, 6080000, 36, 115351, 580083
160000, 572274, 160005, 572274, 6080000, 37, 118555, 580413
160000, 572274, 160005, 572274, 6080000, 38, 121759, 580636
160000, 572274, 160005, 572274, 6080000, 39, 124963, 579573
160000, 572274, 160005, 572274, 6080000, 40, 128167, 578933
160000, 572274, 160005, 572274, 6080000, 41, 131371, 578427
160000, 572274, 160005, 572274, 6080000, 42, 134575, 578417
160000, 572274, 160005, 572274, 6080000, 43, 137779, 577591
160000, 572274, 160005, 572274, 6080000, 44, 140983, 576404
160000, 572274, 160005, 572274, 6080000, 45, 144187, 576093
160000, 572274, 160005, 572274, 6080000, 46, 147391, 575263
160000, 572274, 160005, 572274, 6080000, 47, 150595, 575579
160000, 572274, 160005, 572274, 6080000, 48, 153799, 575608
160000, 572274, 160005, 572274, 6080000, 49, 157003, 575510
160000, 572274, 160005, 572274, 6080000, 50, 160207, 575914
160000, 572274, 160005, 572274, 6080000, 51, 163411, 576843
160000, 572274, 160005, 572274, 6080000, 52, 166615, 577624
160000, 572274, 160005, 572274, 6080000, 53, 169819, 577493
160000, 572274, 160005, 572274, 6080000, 54, 173023, 577359
160000, 572274, 160005, 572274, 6080000, 55, 176227, 577256
160000, 572274, 160005, 572274, 6080000, 56, 179431, 577178
160000, 572274, 160005, 572274, 6080000, 57, 182635, 577107
160000, 572274, 160005, 572274, 6080000, 58, 185839, 576970
160000, 572274, 160005, 572274, 6080000, 59, 189043, 576878
160000, 572274, 160005, 572274, 6080000, 60, 192247, 576766
160000, 572274, 160005, 572274, 6080000, 61, 195451, 576723
160000, 572274, 160005, 572274, 6080000, 62, 198655, 576654
160000, 572274, 160005, 572274, 6080000, 63, 201859, 576583
160000, 572274, 160005, 572274, 6080000, 64, 205063, 576495
160000, 572274, 160005, 572274, 6080000, 65, 208267, 576403
160000, 572274, 160005, 572274, 6080000, 66, 211471, 576255
160000, 572274, 160005, 572274, 6080000, 67, 214675, 576136
160000, 572274, 160005, 572274, 6080000, 68, 217879, 575995
160000, 572274, 160005, 572274, 6080000, 69, 221083, 575849
160000, 572274, 160005, 572274, 6080000, 70, 224287, 575703
160000, 572274, 160005, 572274, 6080000, 71, 227491, 575560
160000, 572274, 160005, 572274, 6080000, 72, 230695, 575484
160000, 572274, 160005, 572274, 6080000, 73, 233899, 575362
160000, 572274, 160005, 572274, 6080000, 74, 237103, 575225
160000, 572274, 160005, 572274, 6080000, 75, 240307, 575069
160000, 572274, 160005, 572274, 6080000, 76, 243511, 574988
160000, 572274, 160005, 572274, 6080000, 77, 246715, 574833
160000, 572274, 160005, 572274, 6080000, 78, 249919, 574683
160000, 572274, 160005, 572274, 6080000, 79, 253123, 574524
160000, 572274, 160005, 572274, 6080000, 80, 256327, 574361
160000, 572274, 160005, 572274, 6080000, 81, 259531, 574178
160000, 572274, 160005, 572274, 6080000, 82, 262735, 574095
160000, 572274, 160005, 572274, 6080000, 83, 265939, 574015
160000, 572274, 160005, 572274, 6080000, 84, 269143, 573944
160000, 572274, 160005, 572274, 6080000, 85, 272347, 573871
160000, 572274, 160005, 572274, 6080000, 86, 275551, 573824
160000, 572274, 160005, 572274, 6080000, 87, 278755, 573731
160000, 572274, 160005, 572274, 6080000, 88, 281959, 573676
160000, 572274, 160005, 572274, 6080000, 89, 285163, 573638
160000, 572274, 160005, 572274, 6080000, 90, 288367, 573553
160000, 572274, 160005, 572274, 6080000, 91, 291571, 573484
160000, 572274, 160005, 572274, 6080000, 92, 294775, 573417
160000, 572274, 160005, 572274, 6080000, 93, 297979, 573352
160000, 572274, 160005, 572274, 6080000, 94, 301183, 573275
160000, 572274, 160005, 572274, 6080000, 95, 304387, 573178
160000, 572274, 160005, 572274, 6080000, 96, 307591, 573119
160000, 572274, 160005, 572274, 6080000, 97, 310795, 573065
160000, 572274, 160005, 572274, 6080000, 98, 313999, 573017
160000, 572274, 160005, 572274, 6080000, 99, 317203, 572942
202500, 724277, 202505, 724277, 7695000, 1, 3611, 810491
202500, 724277, 202505, 724277, 7695000, 2, 7215, 758549
202500, 724277, 202505, 724277, 7695000, 3, 10819, 732820
202500, 724277, 202505, 724277, 7695000, 4, 14423, 736652
202500, 724277, 202505, 724277, 7695000, 5, 18027, 745066
202500, 724277, 202505, 724277, 7695000, 6, 21631, 737735
202500, 724277, 202505, 724277, 7695000, 7, 25235, 724173
202500, 724277, 202505, 724277, 7695000, 8, 28839, 727499
202500, 724277, 202505, 724277, 7695000, 9, 32443, 726741
202500, 724277, 202505, 724277, 7695000, 10, 36047, 729232
202500, 724277, 202505, 724277, 7695000, 11, 39651, 732584
202500, 724277, 202505, 724277, 7695000, 12, 43255, 728779
202500, 724277, 202505, 724277, 7695000, 13, 46859, 724255
202500, 724277, 202505, 724277, 7695000, 14, 50463, 726438
202500, 724277, 202505, 724277, 7695000, 15, 54067, 727021
202500, 724277, 202505, 724277, 7695000, 16, 57671, 729615
202500, 724277, 202505, 724277, 7695000, 17, 61275, 732694
202500, 724277, 202505, 724277, 7695000, 18, 64879, 732765
202500, 724277, 202505, 724277, 7695000, 19, 68483, 733532
202500, 724277, 202505, 724277, 7695000, 20, 72087, 734921
202500, 724277, 202505, 724277, 7695000, 21, 75691, 736698
202500, 724277, 202505, 724277, 7695000, 22, 79295, 735381
202500, 724277, 202505, 724277, 7695000, 23, 82899, 733882
202500, 724277, 202505, 724277, 7695000, 24, 86503, 735038
202500, 724277, 202505, 724277, 7695000, 25, 90107, 735503
202500, 724277, 202505, 724277, 7695000, 26, 93711, 734123
202500, 724277, 202505, 724277, 7695000, 27, 97315, 732376
202500, 724277, 202505, 724277, 7695000, 28, 100919, 730887
202500, 724277, 202505, 724277, 7695000, 29, 104523, 729420
202500, 724277, 202505, 724277, 7695000, 30, 108127, 728509
202500, 724277, 202505, 724277, 7695000, 31, 111731, 727019
202500, 724277, 202505, 724277, 7695000, 32, 115335, 725318
202500, 724277, 202505, 724277, 7695000, 33, 118939, 724823
202500, 724277, 202505, 724277, 7695000, 34, 122543, 724758
202500, 724277, 202505, 724277, 7695000, 35, 126147, 724730
202500, 724277, 202505, 724277, 7695000, 36, 129751, 724727
202500, 724277, 202505, 724277, 7695000, 37, 133355, 724727
202500, 724277, 202505, 724277, 7695000, 38, 136959, 724727
202500, 724277, 202505, 724277, 7695000, 39, 140563, 724727
202500, 724277, 202505, 724277, 7695000, 40, 144167, 724727
202500, 724277, 202505, 724277, 7695000, 41, 147771, 724727
202500, 724277, 202505, 724277, 7695000, 42, 151375, 724727
202500, 724277, 202505, 724277, 7695000, 43, 154979, 724727
202500, 724277, 202505, 724277, 7695000, 44, 158583, 724727
202500, 724277, 202505, 724277, 7695000, 45, 162187, 724727
202500, 724277, 202505, 724277, 7695000, 46, 165791, 724727
202500, 724277, 202505, 724277, 7695000, 47, 169395, 724727
202500, 724277, 202505, 724277, 7695000, 48, 172999, 724727
202500, 724277, 202505, 724277, 7695000, 49, 176603, 724727
202500, 724277, 202505, 724277, 7695000, 50, 180207, 724727
202500, 724277, 202505, 724277, 7695000, 51, 183811, 724727
202500, 724277, 202505, 724277, 7695000, 52, 187415, 724727
202500, 724277, 202505, 724277, 7695000, 53, 191019, 724727
202500, 724277, 202505, 724277, 7695000, 54, 194623, 724727
202500, 724277, 202505, 724277, 7695000, 55, 198227, 724727
202500, 724277, 202505, 724277, 7695000, 56, 201831, 724727
202500, 724277, 202505, 724277, 7695000, 57, 205435, 724727
202500, 724277, 202505, 724277, 7695000, 58, 209039, 724727
202500, 724277, 202505, 724277, 7695000, 59, 212643, 724727
202500, 724277, 202505, 724277, 7695000, 60, 216247, 724727
202500, 724277, 202505, 724277, 7695000, 61, 219851, 724727
202500, 724277, 202505, 724277, 7695000, 62, 223455, 724727
202500, 724277, 202505, 724277, 7695000, 63, 227059, 724727
202500, 724277, 202505, 724277, 7695000, 64, 230663, 724727
202500, 724277, 202505, 724277, 7695000, 65, 234267, 724727
202500, 724277, 202505, 724277, 7695000, 66, 237871, 724727
202500, 724277, 202505, 724277, 7695000, 67, 241475, 724727
202500, 724277, 202505, 724277, 7695000, 68, 245079, 724727
202500, 724277, 202505, 724277, 7695000, 69, 248683, 724727
202500, 724277, 202505, 724277, 7695000, 70, 252287, 724727
202500, 724277, 202505, 724277, 7695000, 71, 255891, 724727
202500, 724277, 202505, 724277, 7695000, 72, 259495, 724727
202500, 724277, 202505, 724277, 7695000, 73, 263099, 724727
202500, 724277, 202505, 724277, 7695000, 74, 266703, 724727
202500, 724277, 202505, 724277, 7695000, 75, 270307, 724727
202500, 724277, 202505, 724277, 7695000, 76, 273911, 724727
202500, 724277, 202505, 724277, 7695000, 77, 277515, 724727
202500, 724277, 202505, 724277, 7695000, 78, 281119, 724727
202500, 724277, 202505, 724277, 7695000, 79, 284723, 724727
202500, 724277, 202505, 724277, 7695000, 80, 288327, 724727
202500, 724277, 202505, 724277, 7695000, 81, 291931, 724727
202500, 724277, 202505, 724277, 7695000, 82, 295535, 724727
202500, 724277, 202505, 724277, 7695000, 83, 299139, 724727
202500, 724277, 202505, 724277, 7695000, 84, 302743, 724727
202500, 724277, 202505, 724277, 7695000, 85, 306347, 724727
202500, 724277, 202505, 724277, 7695000, 86, 309951, 724727
202500, 724277, 202505, 724277, 7695000, 87, 313555, 724727
202500, 724277, 202505, 724277, 7695000, 88, 317159, 724727
202500, 724277, 202505, 724277, 7695000, 89, 320763, 724727
202500, 724277, 202505, 724277, 7695000, 90, 324367, 724727
202500, 724277, 202505, 724277, 7695000, 91, 327971, 724727
202500, 724277, 202505, 724277, 7695000, 92, 331575, 724727
202500, 724277, 202505, 724277, 7695000, 93, 335179, 724727
202500, 724277, 202505, 724277, 7695000, 94, 338783, 724727
202500, 724277, 202505, 724277, 7695000, 95, 342387, 724727
202500, 724277, 202505, 724277, 7695000, 96, 345991, 724727
202500, 724277, 202505, 724277, 7695000, 97, 349595, 724727
202500, 724277, 202505, 724277, 7695000, 98, 353199, 724727
